;age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
26709;35;0;2;6;0;2;0;0;7;2;191;2;999;1;0;-0.1;93.2;-42.0;4.076;5195.8;0
10832;31;1;2;2;0;0;0;1;4;4;350;7;999;0;1;1.4;94.465;-41.8;4.962;5228.1;0
19181;51;0;1;6;1;2;0;0;1;3;147;2;999;0;1;1.4;93.444;-36.1;4.968;5228.1;0
8888;39;0;1;6;0;0;0;1;4;2;370;2;999;0;1;1.4;94.465;-41.8;4.866;5228.1;0
18423;33;7;1;5;0;0;2;0;3;2;151;7;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
292;53;9;0;5;1;0;2;1;6;1;206;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
16229;35;0;1;6;1;0;0;0;3;3;105;2;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
9114;44;9;1;2;0;2;0;1;4;0;447;2;999;0;1;1.4;94.465;-41.8;4.967;5228.1;0
18787;36;7;1;3;0;2;2;0;3;2;1721;4;999;0;1;1.4;93.918;-42.7;4.968;5228.1;1
15380;46;1;1;0;1;0;0;0;3;0;111;1;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
7162;36;0;2;6;0;0;0;1;6;2;792;3;999;0;1;1.1;93.994;-36.4;4.86;5191.0;1
36068;36;7;1;3;0;2;0;0;6;3;161;2;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
37930;43;9;1;3;0;2;0;0;9;2;531;1;999;0;1;-3.4;92.379;-29.8;0.809;5017.5;0
36710;29;7;1;6;0;0;2;0;4;0;89;2;999;0;1;-2.9;92.963;-40.8;1.268;5076.2;0
20132;37;0;1;6;0;0;2;0;1;1;170;3;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
23188;58;1;1;1;0;2;0;0;1;3;140;3;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
24214;48;1;0;5;0;0;0;0;7;1;564;1;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;1
18121;53;1;1;1;0;0;0;0;3;4;86;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
39936;26;10;2;3;0;2;0;1;4;2;22;1;999;0;1;-1.7;94.055;-39.8;0.742;4991.6;0
36336;27;8;2;2;0;2;2;0;4;3;107;1;999;0;1;-2.9;92.963;-40.8;1.262;5076.2;1
7794;47;6;1;5;0;2;0;1;4;1;338;2;999;0;1;1.4;94.465;-41.8;4.865;5228.1;0
5620;50;1;1;0;1;2;0;1;6;1;133;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
6755;32;9;2;6;0;0;0;1;6;4;23;16;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
24127;56;7;1;3;0;0;0;0;7;1;156;1;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
33871;28;9;1;5;0;2;0;0;6;4;10;5;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
12115;28;4;1;6;0;0;0;1;4;1;138;4;999;0;1;1.4;94.465;-41.8;4.947;5228.1;0
32074;38;0;2;7;0;2;0;0;6;0;191;1;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
13309;29;0;1;6;0;2;0;0;3;4;161;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
39723;24;10;2;3;0;2;0;0;6;1;699;1;13;2;0;-1.8;93.876;-40.0;0.697;5008.7;1
6098;36;1;2;2;1;0;0;1;6;3;201;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
12577;33;1;1;2;0;0;2;0;3;1;387;2;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
25492;38;0;1;3;0;2;0;1;7;4;125;1;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;0
15140;49;0;1;3;1;2;0;0;3;2;71;1;999;0;1;1.4;93.918;-42.7;4.958;5228.1;0
35160;39;4;1;6;0;2;0;0;6;0;837;1;999;0;1;-1.8;92.893;-46.2;1.25;5099.1;1
22560;30;9;1;6;0;0;0;0;1;0;65;2;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
17407;46;4;1;6;0;0;0;0;3;1;87;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
4233;54;9;2;6;1;1;1;1;6;3;686;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
11857;37;0;1;3;0;2;0;1;4;0;14;3;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
13528;36;1;1;2;1;2;0;0;3;2;68;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
9033;34;0;2;2;1;2;0;1;4;2;319;6;999;0;1;1.4;94.465;-41.8;4.866;5228.1;0
15164;43;1;1;0;0;2;0;0;3;2;377;11;999;0;1;1.4;93.918;-42.7;4.958;5228.1;0
3366;45;11;1;7;0;2;0;1;6;2;251;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
31790;40;1;1;1;0;2;0;0;6;2;160;4;999;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
32230;32;9;1;3;0;0;0;0;6;0;134;1;999;1;0;-1.8;92.893;-46.2;1.313;5099.1;0
14962;23;1;2;7;1;0;0;0;3;4;1473;6;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
31559;36;1;1;0;0;1;1;0;6;2;92;1;999;0;1;-1.8;92.893;-46.2;1.327;5099.1;0
3909;36;3;1;0;1;0;0;1;6;1;501;3;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
10701;36;2;2;6;0;0;0;1;4;3;140;2;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
26334;32;9;2;6;0;2;0;1;7;2;47;1;999;1;0;-0.1;93.2;-42.0;4.076;5195.8;0
24780;56;0;1;3;1;2;0;0;7;3;105;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
12407;40;1;1;1;0;0;0;1;3;1;63;6;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
3400;38;1;2;2;0;0;0;1;6;2;73;5;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
10502;54;7;1;7;0;0;0;1;4;3;345;2;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
27380;48;9;1;0;1;0;0;0;7;0;362;1;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
40762;23;8;2;2;0;2;0;0;9;2;954;1;999;0;1;-1.1;94.199;-37.5;0.879;4963.6;1
17982;38;0;1;6;0;2;0;0;3;3;92;30;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
32732;34;1;1;2;0;0;0;0;6;1;239;5;999;1;0;-1.8;92.893;-46.2;1.299;5099.1;0
30767;43;1;1;2;1;1;1;0;6;3;46;1;999;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
7104;30;0;1;6;0;0;0;1;6;2;99;1;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
31231;51;0;2;6;0;0;0;0;6;4;187;1;999;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
32317;35;0;2;6;0;2;0;0;6;0;662;1;12;1;2;-1.8;92.893;-46.2;1.313;5099.1;1
8408;45;7;1;3;1;0;0;1;4;3;559;7;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
5097;36;7;2;2;1;0;2;1;6;0;230;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
8;24;9;2;5;0;2;0;1;6;1;380;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
20334;40;4;1;3;1;2;0;0;1;3;236;7;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
10802;38;10;1;2;1;2;0;1;4;4;89;3;999;0;1;1.4;94.465;-41.8;4.962;5228.1;0
41106;32;0;2;3;0;0;0;0;7;1;74;2;999;2;0;-1.1;94.767;-50.8;1.048;4963.6;0
22538;34;9;0;5;0;0;0;1;1;0;336;1;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
8316;41;1;1;2;1;0;0;1;4;3;110;2;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
18849;30;0;1;6;0;0;0;0;1;1;243;1;999;0;1;1.4;93.444;-36.1;4.97;5228.1;0
34850;32;1;1;0;0;2;0;0;6;0;460;3;999;0;1;-1.8;92.893;-46.2;1.25;5099.1;0
39708;28;8;2;6;0;1;1;0;6;0;226;3;3;2;2;-1.8;93.876;-40.0;0.695;5008.7;1
955;29;9;1;5;0;0;0;1;6;4;125;2;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
27077;56;9;1;5;0;2;0;0;7;0;71;3;999;0;1;-0.1;93.2;-42.0;4.021;5195.8;0
8635;41;1;1;0;1;0;0;1;4;4;38;1;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
31396;51;0;2;6;0;2;2;0;6;4;120;3;999;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
34209;33;1;2;2;0;0;2;1;6;4;418;5;999;0;1;-1.8;92.893;-46.2;1.281;5099.1;0
23717;44;1;1;7;1;2;0;0;1;2;68;2;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
5421;51;0;1;2;0;2;0;1;6;0;368;5;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
35706;46;0;2;6;0;2;2;0;6;1;11;5;999;1;0;-1.8;92.893;-46.2;1.244;5099.1;0
38011;35;7;1;3;0;0;0;0;9;3;421;2;3;1;2;-3.4;92.379;-29.8;0.788;5017.5;0
15715;50;1;1;0;0;0;2;0;3;1;141;6;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
2431;44;4;1;6;1;0;0;1;6;3;730;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
19052;34;0;1;6;1;2;0;0;1;3;97;1;999;0;1;1.4;93.444;-36.1;4.968;5228.1;0
14910;43;9;2;5;1;0;0;1;3;4;87;5;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
31372;38;1;1;3;1;2;0;0;6;4;118;1;999;1;0;-1.8;92.893;-46.2;1.334;5099.1;0
10076;28;4;2;6;0;0;0;1;4;2;651;5;999;0;1;1.4;94.465;-41.8;4.958;5228.1;1
18780;25;1;1;2;1;2;0;0;3;2;28;12;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
28591;33;0;1;6;0;0;0;0;0;4;441;1;999;0;1;-1.8;93.075;-47.1;1.415;5099.1;1
15727;35;7;0;3;1;0;2;0;3;1;97;2;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
5306;37;1;1;1;1;0;2;1;6;0;574;5;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
38219;58;9;1;0;0;2;0;0;8;4;525;1;999;0;1;-3.4;92.431;-26.9;0.74;5017.5;0
29441;32;4;2;6;0;2;0;0;0;1;122;3;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
28535;37;6;0;2;0;2;0;0;0;4;343;2;999;1;0;-1.8;93.075;-47.1;1.415;5099.1;0
10691;32;1;1;2;0;2;2;1;4;3;118;3;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
5062;41;1;0;1;0;2;0;1;6;0;174;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
9637;25;7;2;3;0;2;0;1;4;1;162;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
26189;39;7;1;5;0;0;0;0;7;2;161;7;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
16373;42;3;1;0;1;0;2;0;3;4;123;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
24326;47;4;1;2;0;0;0;1;7;1;53;1;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
17904;59;3;0;6;0;2;0;0;3;3;226;1;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
39921;22;8;2;3;0;2;0;1;4;4;355;1;999;2;0;-1.7;94.055;-39.8;0.739;4991.6;0
5885;45;1;1;2;1;0;0;1;6;1;129;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
20757;52;0;0;6;0;0;0;0;1;4;559;2;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
327;33;0;1;3;0;0;0;1;6;1;316;3;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
4172;42;7;1;2;1;0;0;1;6;1;173;5;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
37314;58;9;1;5;0;0;0;0;1;3;48;2;999;0;1;-2.9;92.201;-31.4;0.883;5076.2;0
27080;31;1;1;1;0;0;0;0;7;0;588;2;999;1;0;-0.1;93.2;-42.0;4.021;5195.8;0
2434;34;1;1;2;0;0;0;1;6;3;95;3;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
16672;57;1;1;1;1;2;0;0;3;4;108;4;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
4565;29;7;1;3;0;0;0;1;6;3;189;2;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
39169;34;9;2;6;0;0;0;0;5;2;251;1;999;2;0;-1.8;93.369;-34.8;0.654;5008.7;1
29522;35;0;2;2;0;2;0;0;0;1;79;1;999;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
18409;27;1;2;0;0;0;0;0;3;2;508;1;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
6344;39;0;1;6;0;2;2;1;6;3;239;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
25023;45;9;1;3;0;2;0;0;7;3;79;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
18393;30;0;2;6;0;2;0;0;3;2;27;3;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
34266;30;7;2;3;0;1;1;0;6;2;11;15;999;1;0;-1.8;92.893;-46.2;1.266;5099.1;0
36149;20;8;2;3;0;2;0;0;6;4;297;1;999;0;1;-1.8;92.893;-46.2;1.27;5099.1;0
19142;52;0;1;3;0;0;0;0;1;3;80;1;999;0;1;1.4;93.444;-36.1;4.968;5228.1;0
38857;35;4;1;6;0;2;2;0;7;1;244;2;999;1;0;-3.4;92.649;-30.1;0.714;5017.5;0
14940;37;1;1;1;1;2;0;0;3;4;345;10;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
8234;35;1;1;2;0;2;0;1;4;3;349;2;999;0;1;1.4;94.465;-41.8;4.864;5228.1;0
16850;36;4;1;7;1;2;0;0;3;2;171;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
38920;32;0;2;3;0;0;0;0;7;4;421;1;999;0;1;-3.4;92.649;-30.1;0.716;5017.5;0
23730;40;9;1;5;0;2;0;0;1;2;142;8;999;0;1;1.4;93.444;-36.1;4.962;5228.1;0
27850;21;8;2;3;0;0;0;0;5;3;220;1;999;0;1;-1.8;92.843;-50.0;1.614;5099.1;1
9150;35;1;2;7;0;0;2;1;4;0;1114;1;999;0;1;1.4;94.465;-41.8;4.967;5228.1;0
38488;71;5;1;0;0;0;0;0;8;3;207;1;999;0;1;-3.4;92.431;-26.9;0.728;5017.5;1
37154;32;7;2;3;0;2;2;0;1;4;253;1;4;2;2;-2.9;92.201;-31.4;0.884;5076.2;1
14394;47;6;1;2;1;2;0;1;3;1;135;10;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
17081;55;9;1;7;0;0;0;0;3;0;173;8;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
1879;30;3;1;3;1;2;0;1;6;0;175;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
37140;17;8;2;7;0;2;0;0;1;4;432;3;4;2;2;-2.9;92.201;-31.4;0.884;5076.2;0
3641;46;7;1;3;1;2;0;1;6;0;111;1;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
37129;64;10;1;6;0;2;0;0;1;3;248;1;999;2;0;-2.9;92.201;-31.4;0.884;5076.2;0
151;56;2;1;7;1;2;0;1;6;1;46;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
25222;50;0;1;3;0;0;0;0;7;3;87;3;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
40849;35;0;1;6;0;2;0;0;9;4;110;2;18;2;0;-1.1;94.199;-37.5;0.886;4963.6;0
28814;39;7;2;3;0;2;0;0;0;2;1007;3;999;1;0;-1.8;93.075;-47.1;1.41;5099.1;0
530;36;0;1;3;0;0;0;1;6;3;342;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
17709;31;1;2;5;0;0;2;1;3;3;186;1;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
3446;44;7;1;3;0;0;0;1;6;2;126;2;999;0;1;1.1;93.994;-36.4;4.86;5191.0;0
35645;40;0;2;3;0;2;0;0;6;1;24;1;999;0;1;-1.8;92.893;-46.2;1.244;5099.1;0
6312;53;3;1;1;0;1;1;1;6;3;175;5;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
34072;29;1;1;2;0;2;2;0;6;4;98;2;999;1;0;-1.8;92.893;-46.2;1.281;5099.1;0
4153;60;0;1;5;0;2;0;1;6;1;324;2;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
38408;70;5;1;3;0;2;0;0;8;4;72;3;999;0;1;-3.4;92.431;-26.9;0.735;5017.5;0
30412;35;7;1;3;0;0;0;0;0;2;1034;2;999;0;1;-1.8;93.075;-47.1;1.365;5099.1;1
2282;46;4;2;6;0;0;0;1;6;3;98;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
26029;36;2;2;6;0;0;0;0;7;4;1120;2;999;0;1;-0.1;93.2;-42.0;4.12;5195.8;1
24854;39;0;1;6;0;0;0;0;7;3;108;1;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
12515;39;0;1;3;0;2;0;0;3;1;201;1;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
37554;32;1;1;2;0;2;2;0;1;0;230;1;999;0;1;-2.9;92.201;-31.4;0.869;5076.2;0
14634;36;7;2;3;0;0;2;0;3;3;257;5;999;0;1;1.4;93.918;-42.7;4.961;5228.1;0
16513;26;7;2;3;0;0;0;0;3;4;172;1;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
2256;53;1;1;2;1;0;0;1;6;3;181;5;999;0;1;1.1;93.994;-36.4;4.856;5191.0;0
30108;27;0;2;6;0;2;0;0;0;3;151;3;999;0;1;-1.8;93.075;-47.1;1.384;5099.1;0
24686;39;7;1;3;0;2;2;0;7;1;49;3;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
39647;30;0;2;3;0;2;0;0;6;4;144;1;999;1;0;-1.8;93.876;-40.0;0.682;5008.7;0
39856;35;0;2;6;0;2;0;0;4;1;293;1;14;1;2;-1.7;94.055;-39.8;0.72;4991.6;1
12710;55;9;1;5;1;0;0;1;3;1;89;13;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
3705;30;9;1;6;0;2;0;1;6;0;193;8;999;0;1;1.1;93.994;-36.4;4.859;5191.0;0
10889;35;9;1;5;0;0;0;1;4;4;417;1;999;0;1;1.4;94.465;-41.8;4.962;5228.1;0
15455;25;2;2;2;0;2;0;0;3;0;263;1;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
5287;58;4;1;6;1;0;0;1;6;0;472;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
23884;43;9;1;3;0;2;0;0;1;0;60;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
16781;55;2;1;6;1;0;0;0;3;2;58;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
14972;32;0;2;3;0;0;0;0;3;2;98;3;999;0;1;1.4;93.918;-42.7;4.958;5228.1;0
34993;38;1;1;0;1;2;0;0;6;0;48;4;999;1;0;-1.8;92.893;-46.2;1.25;5099.1;0
20424;59;9;1;5;0;0;2;0;1;3;138;2;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
27894;63;5;0;0;0;0;0;0;5;4;78;1;999;0;1;-1.8;92.843;-50.0;1.548;5099.1;0
34699;44;2;1;6;0;2;2;0;6;2;91;1;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
24584;46;9;1;3;0;2;0;0;7;1;569;1;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
1971;38;3;1;1;1;2;0;1;6;0;153;4;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
14384;27;7;1;3;0;2;0;0;3;1;250;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
5296;32;7;0;3;0;2;0;1;6;0;228;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
38301;37;1;1;1;0;2;0;0;8;2;262;4;999;0;1;-3.4;92.431;-26.9;0.74;5017.5;0
29598;29;1;1;1;0;0;0;0;0;1;84;1;999;0;1;-1.8;93.075;-47.1;1.405;5099.1;0
36583;53;1;1;1;0;2;0;0;4;2;328;2;3;1;2;-2.9;92.963;-40.8;1.26;5076.2;1
31276;42;9;1;6;1;2;0;0;6;4;301;1;999;0;1;-1.8;92.893;-46.2;1.334;5099.1;0
1863;38;1;2;2;1;2;0;1;6;0;455;1;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
18764;30;7;2;3;0;2;0;0;3;2;248;5;999;0;1;1.4;93.918;-42.7;4.968;5228.1;0
37966;54;0;1;6;0;0;2;0;9;0;172;1;999;0;1;-3.4;92.379;-29.8;0.803;5017.5;0
35459;21;8;2;3;0;0;0;0;6;1;97;2;999;1;0;-1.8;92.893;-46.2;1.244;5099.1;0
1473;60;2;1;0;0;0;0;1;6;2;71;2;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
29156;34;1;1;2;0;2;0;0;0;0;238;1;999;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
12664;43;1;1;0;1;2;0;1;3;1;260;13;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
34397;37;3;2;3;0;2;0;0;6;2;165;1;999;0;1;-1.8;92.893;-46.2;1.266;5099.1;0
23907;38;9;2;6;1;2;0;0;1;0;239;2;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
27615;58;5;0;5;0;2;0;0;7;0;321;3;999;1;0;-0.1;93.2;-42.0;4.021;5195.8;0
12455;32;7;2;3;0;0;0;0;3;1;722;3;999;0;1;1.4;93.918;-42.7;4.96;5228.1;1
32451;33;0;1;2;0;2;0;1;6;0;147;2;999;1;0;-1.8;92.893;-46.2;1.313;5099.1;0
12987;27;0;2;5;0;0;2;0;3;3;518;2;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
28707;59;1;1;2;0;2;0;0;0;2;177;1;999;0;1;-1.8;93.075;-47.1;1.41;5099.1;0
6206;28;6;2;6;0;0;0;1;6;3;518;2;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
26731;35;6;2;5;0;2;0;0;7;2;361;1;999;0;1;-0.1;93.2;-42.0;4.076;5195.8;0
24726;31;4;2;6;0;0;0;0;7;1;104;1;999;0;1;-0.1;93.2;-42.0;4.191;5195.8;0
38386;21;8;2;3;0;0;0;0;8;1;328;1;999;0;1;-3.4;92.431;-26.9;0.739;5017.5;1
4206;36;7;1;3;0;2;0;1;6;1;195;4;999;0;1;1.1;93.994;-36.4;4.858;5191.0;0
23241;56;7;0;3;1;2;0;0;1;3;59;5;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
16502;32;9;2;3;0;0;0;1;3;4;40;5;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
38372;54;10;0;3;0;0;2;0;8;1;54;1;999;0;1;-3.4;92.431;-26.9;0.739;5017.5;0
5172;58;7;0;5;0;2;0;1;6;0;293;1;999;0;1;1.1;93.994;-36.4;4.857;5191.0;0
24083;41;0;2;3;0;2;0;1;7;2;234;1;999;0;1;-0.1;93.2;-42.0;4.592;5195.8;1
21031;45;1;1;1;0;2;2;0;1;2;425;2;999;0;1;1.4;93.444;-36.1;4.964;5228.1;0
36704;54;0;1;3;0;0;0;0;4;0;455;3;999;0;1;-2.9;92.963;-40.8;1.268;5076.2;0
17647;49;9;1;6;0;0;0;0;3;1;147;15;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
19752;50;2;1;5;1;2;0;0;1;0;1306;4;999;0;1;1.4;93.444;-36.1;4.966;5228.1;1
4268;47;1;1;7;1;0;0;1;6;3;1334;1;999;0;1;1.1;93.994;-36.4;4.856;5191.0;1
7741;46;9;1;2;1;0;0;1;6;0;81;3;999;0;1;1.1;93.994;-36.4;4.864;5191.0;0
12545;40;0;2;6;1;0;0;0;3;1;192;1;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
20619;30;9;1;5;0;0;2;0;1;4;100;1;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
32088;34;0;1;3;1;0;0;0;6;0;67;2;999;0;1;-1.8;92.893;-46.2;1.313;5099.1;0
13885;32;1;2;5;0;2;0;0;3;0;165;2;999;0;1;1.4;93.918;-42.7;4.963;5228.1;0
11314;48;1;1;3;1;2;0;1;4;2;234;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
30896;41;1;1;2;0;2;0;0;6;3;160;1;999;0;1;-1.8;92.893;-46.2;1.344;5099.1;0
18861;55;1;1;0;0;2;0;0;1;1;149;1;999;0;1;1.4;93.444;-36.1;4.97;5228.1;0
27750;33;0;0;3;0;0;0;0;5;2;41;2;999;0;1;-1.8;92.843;-50.0;1.757;5099.1;0
12325;30;0;2;6;0;2;0;1;3;0;121;1;999;0;1;1.4;93.918;-42.7;4.959;5228.1;0
36012;39;0;1;3;0;2;0;0;6;3;71;5;999;1;0;-1.8;92.893;-46.2;1.266;5099.1;0
23183;50;1;1;0;0;0;0;1;1;3;39;3;999;0;1;1.4;93.444;-36.1;4.965;5228.1;0
29698;33;9;1;3;0;0;0;0;0;1;211;2;999;1;0;-1.8;93.075;-47.1;1.405;5099.1;0
12504;43;0;1;3;0;0;0;0;3;1;240;1;999;0;1;1.4;93.918;-42.7;4.96;5228.1;0
28620;39;9;2;5;0;2;0;0;0;4;80;3;999;0;1;-1.8;93.075;-47.1;1.415;5099.1;0
34862;29;1;1;2;0;2;0;0;6;0;14;4;999;0;1;-1.8;92.893;-46.2;1.25;5099.1;0
1349;36;1;1;2;0;2;0;1;6;2;342;1;999;0;1;1.1;93.994;-36.4;4.855;5191.0;0
16966;48;10;1;1;0;0;0;0;3;2;1850;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;1
17121;51;5;1;2;1;2;0;0;3;0;50;1;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
13428;40;1;0;2;0;0;0;1;3;4;246;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
33015;31;1;1;2;0;0;0;0;6;1;0;2;999;0;1;-1.8;92.893;-46.2;1.299;5099.1;0
9849;49;6;1;5;0;0;2;1;4;4;339;1;999;0;1;1.4;94.465;-41.8;4.959;5228.1;0
21518;33;9;0;3;0;2;2;0;1;3;194;1;999;0;1;1.4;93.444;-36.1;4.963;5228.1;0
20485;42;6;1;6;1;2;0;0;1;3;91;2;999;0;1;1.4;93.444;-36.1;4.966;5228.1;0
9643;33;9;1;2;0;0;0;1;4;1;136;1;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
9711;32;1;2;2;0;2;0;1;4;1;22;17;999;0;1;1.4;94.465;-41.8;4.961;5228.1;0
15311;37;9;1;5;0;2;0;0;3;0;74;5;999;0;1;1.4;93.918;-42.7;4.957;5228.1;0
14265;46;1;2;1;1;2;2;0;3;1;341;3;999;0;1;1.4;93.918;-42.7;4.962;5228.1;0
40511;45;9;1;6;0;0;0;0;1;1;111;2;999;1;0;-1.7;94.027;-38.3;0.896;4991.6;0
36809;36;6;2;6;0;0;0;0;4;1;177;1;999;0;1;-2.9;92.963;-40.8;1.26;5076.2;1
28683;52;1;0;0;0;0;0;0;0;2;474;2;999;0;1;-1.8;93.075;-47.1;1.41;5099.1;0
25390;32;1;1;2;0;2;0;0;7;3;247;2;999;0;1;-0.1;93.2;-42.0;4.153;5195.8;0
